userid,pagetype,member_tier,log_in_status,page_duration,start_time
d5,Other,NULL,N,90,11/2/2019 11:30
da,Homepage,NULL,N,60,11/2/2019 11:30
da,Product,NULL,N,1696,11/2/2019 11:30
6f,Product,NULL,N,60,11/2/2019 11:31
6f,Homepage,NULL,N,30,11/2/2019 11:31
d5,Other,NULL,Y,20,11/2/2019 11:31
d5,Product,NULL,N,80,11/2/2019 11:31
da,SearchResult,NULL,N,30,11/2/2019 11:31
da,Product,NULL,N,30,11/2/2019 11:31
da,Category,NULL,N,60,11/2/2019 11:31
da,Other,NULL,N,60,11/2/2019 11:31
9,Category,NULL,N,120,11/2/2019 11:32
3d,Category,NULL,N,60,11/2/2019 11:32
6f,Product,NULL,N,60,11/2/2019 11:32
d2,Homepage,NULL,N,70,11/2/2019 11:32
d5,Other,NULL,N,140.2857143,11/2/2019 11:32
d5,Product,NULL,N,80,11/2/2019 11:32
82,Category,NULL,N,30,11/2/2019 11:33
c3,Other,Base,Y,820,11/2/2019 11:33
d5,Homepage,NULL,N,210,11/2/2019 11:33
d5,Product,NULL,N,60,11/2/2019 11:33
d5,Other,NULL,N,120,11/2/2019 11:33
ef,Category,NULL,N,60,11/2/2019 11:33
ef,Category,NULL,N,30,11/2/2019 11:33
ef,SearchResult,NULL,N,60,11/2/2019 11:33
9,Homepage,NULL,N,45,11/2/2019 11:34
9,Product,NULL,N,27,11/2/2019 11:34
0a,Other,NULL,N,15,11/2/2019 11:34
2f,Product,NULL,N,60,11/2/2019 11:34
30,Other,NULL,N,60,11/2/2019 11:34
38,Other,NULL,N,175,11/2/2019 11:34
d5,Other,NULL,N,60,11/2/2019 11:34
d5,Product,NULL,N,20,11/2/2019 11:34
d5,SearchResult,NULL,N,120,11/2/2019 11:34
d5,Category,NULL,N,20,11/2/2019 11:34
ef,Other,NULL,N,60,11/2/2019 11:34
ef,Homepage,Base,Y,30,11/2/2019 11:34
ef,Other,NULL,N,24,11/2/2019 11:34
ef,Product,NULL,N,60,11/2/2019 11:34
ef,Other,NULL,N,60,11/2/2019 11:34
0a,SearchResult,NULL,N,90,11/2/2019 11:35
0a,Other,NULL,N,60,11/2/2019 11:35
2f,Other,NULL,N,60,11/2/2019 11:35
2f,Product,NULL,N,60,11/2/2019 11:35
2f,Other,NULL,N,90,11/2/2019 11:35
2f,Other,NULL,N,60,11/2/2019 11:35
a4,Homepage,NULL,N,120,11/2/2019 11:35
a4,Homepage,NULL,N,20,11/2/2019 11:35
a4,Category,NULL,N,1140,11/2/2019 11:35
ab,Other,NULL,N,240,11/2/2019 11:35
ab,Homepage,NULL,N,283,11/2/2019 11:35
ab,Homepage,NULL,N,60,11/2/2019 11:35
d5,Product,NULL,N,90,11/2/2019 11:35
d5,Other,NULL,N,210,11/2/2019 11:35
d6,Product,NULL,N,180,11/2/2019 11:35
d6,Other,Base,Y,127.5,11/2/2019 11:35
d6,Homepage,NULL,Y,30,11/2/2019 11:35
0a,Product,NULL,N,40,11/2/2019 11:36
0a,Other,NULL,N,60,11/2/2019 11:36
0a,Other,NULL,N,60,11/2/2019 11:36
11,Other,NULL,N,120,11/2/2019 11:36
2f,Other,NULL,N,420,11/2/2019 11:36
2f,Category,NULL,N,60,11/2/2019 11:36
30,Register,NULL,N,20,11/2/2019 11:36
87,Other,NULL,N,60,11/2/2019 11:36
87,Other,NULL,N,60,11/2/2019 11:36
87,Product,NULL,N,90,11/2/2019 11:36
ab,Product,NULL,N,60,11/2/2019 11:36
ab,Loyalty,NULL,N,60,11/2/2019 11:36
ab,SearchResult,NULL,N,120,11/2/2019 11:36
12,Category,NULL,N,90,11/2/2019 11:37
2f,Category,NULL,N,82.5,11/2/2019 11:37
2f,Category,NULL,N,60,11/2/2019 11:37
56,Other,NULL,N,296,11/2/2019 11:37
56,Homepage,NULL,N,160,11/2/2019 11:37
56,Checkout,NULL,N,560,11/2/2019 11:37
87,Homepage,NULL,N,360,11/2/2019 11:37
12,Other,NULL,N,120,11/2/2019 11:38
12,Product,NULL,N,60,11/2/2019 11:38
21,Other,NULL,N,960,11/2/2019 11:38
21,Product,NULL,N,30,11/2/2019 11:38
21,Other,Base,Y,850,11/2/2019 11:38
2f,Homepage,NULL,N,90,11/2/2019 11:38
2f,Other,NULL,N,60,11/2/2019 11:38
87,Product,NULL,N,60,11/2/2019 11:38
12,Other,NULL,N,30,11/2/2019 11:39
12,Register,NULL,N,65,11/2/2019 11:39
12,Other,NULL,N,30,11/2/2019 11:39
2f,Homepage,NULL,N,30,11/2/2019 11:39
87,Product,NULL,N,60,11/2/2019 11:39
87,Homepage,NULL,N,67.5,11/2/2019 11:39
92,Product,NULL,N,60,11/2/2019 11:39
92,Product,NULL,N,60,11/2/2019 11:39
6,Category,NULL,N,150,11/2/2019 11:40
6,Product,NULL,N,60,11/2/2019 11:40
12,Other,NULL,N,30,11/2/2019 11:40
56,Product,NULL,N,60,11/2/2019 11:40
56,Category,NULL,N,30,11/2/2019 11:40
56,Product,NULL,N,120,11/2/2019 11:40
56,Other,NULL,N,60,11/2/2019 11:40
56,Category,NULL,N,60,11/2/2019 11:40
56,Product,NULL,N,120,11/2/2019 11:40
56,Other,NULL,N,60,11/2/2019 11:40
8d,Category,NULL,N,60,11/2/2019 11:40
8d,Product,NULL,N,120,11/2/2019 11:40
8d,Other,NULL,N,60,11/2/2019 11:40
92,Category,NULL,N,180,11/2/2019 11:40
a8,Other,Base,Y,528,11/2/2019 11:40
12,Product,NULL,N,30,11/2/2019 11:41
12,Other,NULL,N,60,11/2/2019 11:41
12,Product,NULL,N,60,11/2/2019 11:41
21,Category,NULL,N,140,11/2/2019 11:41
21,Product,NULL,N,60,11/2/2019 11:41
2c,Other,NULL,N,30,11/2/2019 11:41
12,Other,NULL,N,274,11/2/2019 11:42
22,Product,NULL,N,180,11/2/2019 11:42
2f,Product,Base,Y,265,11/2/2019 11:42
6,Product,NULL,N,120,11/2/2019 11:43
6,Other,NULL,N,60,11/2/2019 11:43
2f,Other,NULL,N,30,11/2/2019 11:43
2f,Other,NULL,N,230,11/2/2019 11:43
2f,Category,NULL,N,180,11/2/2019 11:43
75,Other,NULL,N,60,11/2/2019 11:43
b2,Other,NULL,N,120,11/2/2019 11:43
75,Other,NULL,N,120,11/2/2019 11:45
d9,Product,NULL,N,120,11/2/2019 11:45
e4,Product,NULL,N,120,11/2/2019 11:45
e4,Checkout,NULL,N,87,11/2/2019 11:45
e5,Product,NULL,N,210,11/2/2019 11:45
0,Category,NULL,N,10,11/2/2019 11:46
99,Other,NULL,N,120,11/2/2019 11:46
d9,Product,NULL,N,60,11/2/2019 11:46
d9,Product,NULL,N,60,11/2/2019 11:46
d9,Product,NULL,N,60,11/2/2019 11:46
d9,Category,NULL,N,30,11/2/2019 11:46
d9,Category,NULL,N,60,11/2/2019 11:46
53,Homepage,NULL,N,240,11/2/2019 11:47
87,Category,NULL,N,20,11/2/2019 11:47
87,Other,NULL,N,20,11/2/2019 11:48
87,SearchResult,NULL,N,60,11/2/2019 11:49
87,Category,NULL,N,120,11/2/2019 11:49
87,Category,NULL,N,15,11/2/2019 11:50
bf,Homepage,Base,Y,30,11/2/2019 11:50
cc,SearchResult,NULL,N,60,11/2/2019 11:50
12,Other,NULL,N,120,11/2/2019 11:51
12,Loyalty,Base,Y,15,11/2/2019 11:51
12,Category,Base,Y,291,11/2/2019 11:51
87,Homepage,NULL,N,20,11/2/2019 11:51
87,SearchResult,NULL,N,60,11/2/2019 11:51
13,Homepage,Base,Y,414,11/2/2019 11:52
6,Category,NULL,N,180,11/2/2019 11:53
60,Category,NULL,N,20,11/2/2019 11:53
60,Other,NULL,N,60,11/2/2019 11:53
60,Other,NULL,N,60,11/2/2019 11:53
82,BlogContent,NULL,N,60,11/2/2019 11:53
ba,Homepage,NULL,N,100,11/2/2019 11:53
bf,Register,Base,Y,30,11/2/2019 11:53
bf,Checkout,NULL,N,30,11/2/2019 11:53
6,Other,NULL,N,180,11/2/2019 11:54
1e,Category,NULL,N,30,11/2/2019 11:54
4f,Homepage,NULL,N,60,11/2/2019 11:54
50,Product,NULL,N,920,11/2/2019 11:54
50,Product,NULL,N,60,11/2/2019 11:54
50,Homepage,NULL,N,2820,11/2/2019 11:54
50,Cart,NULL,N,200,11/2/2019 11:54
50,Other,NULL,N,411,11/2/2019 11:54
60,Other,NULL,N,60,11/2/2019 11:54
ba,Other,NULL,N,60,11/2/2019 11:54
bf,SearchResult,NULL,N,60,11/2/2019 11:54
bf,Category,NULL,N,60,11/2/2019 11:54
bf,Category,NULL,N,60,11/2/2019 11:54
50,Category,NULL,N,160,11/2/2019 11:55
60,Homepage,NULL,N,30,11/2/2019 11:55
60,Homepage,NULL,N,20,11/2/2019 11:55
60,Other,NULL,N,60,11/2/2019 11:55
ba,Category,NULL,N,60,11/2/2019 11:55
ba,Other,NULL,N,725,11/2/2019 11:55
bf,Category,NULL,N,30,11/2/2019 11:55
bf,Other,NULL,N,60,11/2/2019 11:55
bf,Product,NULL,N,60,11/2/2019 11:55
60,Other,NULL,N,60,11/2/2019 11:56
60,SearchResult,NULL,N,60,11/2/2019 11:56
60,SearchResult,NULL,N,100,11/2/2019 11:56
7b,Other,NULL,N,70,11/2/2019 11:56
82,Homepage,NULL,N,60,11/2/2019 11:56
60,Category,NULL,N,60,11/2/2019 11:57
60,Homepage,NULL,N,60,11/2/2019 11:57
61,Other,Base,Y,10,11/2/2019 11:57
bb,Register,NULL,N,60,11/2/2019 11:57
bb,Product,NULL,N,120,11/2/2019 11:57
aa,SearchResult,NULL,N,60,11/2/2019 11:58
ad,Product,NULL,N,120,11/2/2019 11:58
ad,Homepage,NULL,N,30,11/2/2019 11:59
ad,Product,NULL,N,60,11/2/2019 11:59
ad,Homepage,NULL,N,6.666666667,11/2/2019 11:59
4d,Other,NULL,N,60,11/2/2019 12:00
4d,Other,NULL,N,60,11/2/2019 12:00
bb,Checkout,Base,Y,44,11/2/2019 12:00
bb,Other,NULL,N,1680,11/2/2019 12:00
6,BlogContent,NULL,N,75,11/2/2019 12:01
13,Other,NULL,N,60,11/2/2019 12:01
4d,Homepage,Base,Y,15,11/2/2019 12:01
b2,Other,NULL,N,60,11/2/2019 12:01
2e,Category,NULL,N,60,11/2/2019 12:03
4d,Category,NULL,N,120,11/2/2019 12:03
bb,Product,NULL,N,60,11/2/2019 12:03
bb,Other,NULL,N,60,11/2/2019 12:04
bc,Product,NULL,N,60,11/2/2019 12:04
50,Homepage,NULL,N,60,11/2/2019 12:06
1a,Other,NULL,N,60,11/2/2019 12:07
66,Product,NULL,N,60,11/2/2019 12:07
66,SearchResult,NULL,N,60,11/2/2019 12:07
3,Homepage,NULL,N,360,11/2/2019 12:08
7f,Other,NULL,N,120,11/2/2019 12:08
0e,Category,NULL,N,60,11/2/2019 12:09
2c,Product,NULL,N,60,11/2/2019 12:11
c4,Other,NULL,N,120,11/2/2019 12:11
1a,Category,NULL,N,50,11/2/2019 12:12
32,Category,NULL,N,60,11/2/2019 12:12
32,Category,NULL,N,90,11/2/2019 12:12
66,SearchResult,NULL,N,20,11/2/2019 12:12
1a,Other,NULL,N,60,11/2/2019 12:13
1a,Category,NULL,N,60,11/2/2019 12:13
b7,Product,NULL,Y,180,11/2/2019 12:14
c1,Product,NULL,N,60,11/2/2019 12:14
42,Product,NULL,N,240,11/2/2019 12:15
42,Other,NULL,N,480,11/2/2019 12:15
42,Other,Elite,Y,45,11/2/2019 12:15
95,Homepage,NULL,N,100,11/2/2019 12:15
c6,Other,NULL,N,180,11/2/2019 12:15
9a,Product,NULL,N,90,11/2/2019 12:17
25,Other,NULL,N,60,11/2/2019 12:18
27,Product,NULL,N,30,11/2/2019 12:18
9a,Other,NULL,N,60,11/2/2019 12:18
9a,Other,NULL,N,40,11/2/2019 12:18
9a,Other,NULL,N,120,11/2/2019 12:18
3b,Checkout,NULL,N,60,11/2/2019 12:20
bd,Product,NULL,N,15,11/2/2019 12:20
bd,Product,NULL,N,30,11/2/2019 12:20
bd,Category,NULL,N,60,11/2/2019 12:20
bd,Homepage,NULL,N,60,11/2/2019 12:20
3b,Category,NULL,N,40,11/2/2019 12:21
3b,Cart,Base,Y,236,11/2/2019 12:21
bd,Other,Base,Y,316,11/2/2019 12:21
bd,MyAccount,Base,Y,84,11/2/2019 12:22
2c,Product,NULL,N,120,11/2/2019 12:23
81,Other,NULL,N,60,11/2/2019 12:23
64,Other,NULL,N,60,11/2/2019 12:24
29,Category,NULL,N,60,11/2/2019 12:26
58,Loyalty,NULL,N,85,11/2/2019 12:26
5e,Product,NULL,N,100,11/2/2019 12:26
5e,Category,NULL,N,120,11/2/2019 12:26
5e,Product,NULL,N,60,11/2/2019 12:26
2,Product,NULL,N,60,11/2/2019 12:27
5e,Homepage,NULL,N,60,11/2/2019 12:27
5e,Category,Base,Y,265,11/2/2019 12:27
96,Product,NULL,N,20,11/2/2019 12:27
2,Product,NULL,N,120,11/2/2019 12:29
5,Product,NULL,Y,64,11/2/2019 12:29
88,Other,NULL,N,60,11/2/2019 12:29
2,Product,NULL,N,120,11/2/2019 12:30
2,Product,NULL,N,60,11/2/2019 12:30
2c,Category,NULL,N,30,11/2/2019 12:30
a7,Other,NULL,N,60,11/2/2019 12:30
2,Product,NULL,N,460,11/2/2019 12:31
2,Product,NULL,N,120,11/2/2019 12:31
2,Loyalty,Elite,Y,30,11/2/2019 12:31
2,MyAccount,Elite,Y,360,11/2/2019 12:31
2,Cart,NULL,N,30,11/2/2019 12:31
2,Other,NULL,N,60,11/2/2019 12:31
42,Product,NULL,N,60,11/2/2019 12:31
e0,Product,NULL,N,180,11/2/2019 12:31
2,Product,NULL,N,1025,11/2/2019 12:32
2,Category,NULL,N,60,11/2/2019 12:32
2,Product,NULL,N,60,11/2/2019 12:32
2,Product,Base,Y,12,11/2/2019 12:32
2,Category,NULL,N,475,11/2/2019 12:32
2,Other,Base,Y,72,11/2/2019 12:32
2,Homepage,Base,Y,20,11/2/2019 12:33
2,MyAccount,Base,Y,80,11/2/2019 12:33
2,SearchResult,NULL,N,60,11/2/2019 12:33
2,Product,Base,Y,267,11/2/2019 12:33
2,Register,Base,Y,230,11/2/2019 12:33
42,Other,NULL,N,60,11/2/2019 12:33
42,Homepage,NULL,N,215,11/2/2019 12:33
c5,Other,NULL,N,90,11/2/2019 12:33
2,Product,NULL,N,60,11/2/2019 12:34
44,Product,NULL,N,120,11/2/2019 12:34
79,SearchResult,NULL,N,-60,11/2/2019 12:34
92,Homepage,NULL,N,120,11/2/2019 12:34
92,Other,NULL,N,60,11/2/2019 12:34
bd,Other,NULL,N,360,11/2/2019 12:34
c3,Other,NULL,N,60,11/2/2019 12:34
29,MyAccount,Base,Y,65,11/2/2019 12:35
42,Product,NULL,Y,30,11/2/2019 12:35
64,SearchResult,NULL,N,180,11/2/2019 12:35
bd,Category,NULL,N,30,11/2/2019 12:35
bd,Category,NULL,N,30,11/2/2019 12:35
e4,Other,NULL,N,60,11/2/2019 12:37
52,Other,NULL,N,120,11/2/2019 12:39
9a,Product,Base,Y,1780,11/2/2019 12:39
6b,SearchResult,NULL,N,120,11/2/2019 12:40
6b,Other,NULL,N,120,11/2/2019 12:41
6b,Other,NULL,N,60,11/2/2019 12:41
6b,Other,NULL,N,60,11/2/2019 12:41
9b,Register,Base,Y,20,11/2/2019 12:41
9b,Other,Base,Y,240,11/2/2019 12:42
9b,Category,NULL,N,60,11/2/2019 12:44
ac,Other,NULL,N,180,11/2/2019 12:44
79,Homepage,NULL,N,60,11/2/2019 12:45
7d,Register,NULL,N,60,11/2/2019 12:46
2,Other,NULL,N,90,11/2/2019 12:47
9b,Other,NULL,N,90,11/2/2019 12:47
9b,Product,NULL,N,60,11/2/2019 12:47
a9,Register,Base,Y,20,11/2/2019 12:47
5,Other,NULL,N,60,11/2/2019 12:48
6,Product,NULL,N,60,11/2/2019 12:48
79,Product,NULL,N,60,11/2/2019 12:48
49,Other,NULL,N,216,11/2/2019 12:49
e7,SearchResult,NULL,N,60,11/2/2019 12:49
43,Other,NULL,N,180,11/2/2019 12:51
76,Product,Base,Y,82.94117647,11/2/2019 12:51
af,Category,NULL,N,30,11/2/2019 12:51
1a,Category,NULL,N,30,11/2/2019 12:52
9d,Other,Base,Y,910.5714286,11/2/2019 12:52
cd,Homepage,NULL,N,180,11/2/2019 12:53
9b,Other,NULL,N,20,11/2/2019 12:56
9b,Other,Base,Y,1781.571429,11/2/2019 12:56
9b,MyAccount,Base,Y,196.4285714,11/2/2019 12:56
38,Product,NULL,N,60,11/2/2019 12:57
9b,Homepage,NULL,N,10,11/2/2019 12:57
38,Category,NULL,N,30,11/2/2019 12:58
9b,Homepage,NULL,N,90,11/2/2019 12:58
9e,Category,NULL,N,60,11/2/2019 12:58
75,Other,NULL,N,60,11/2/2019 12:59
5c,Product,NULL,N,15,11/2/2019 13:00
5c,Category,NULL,N,100,11/2/2019 13:01
9b,Other,NULL,N,114,11/2/2019 13:01
8d,Product,NULL,N,180,11/2/2019 13:02
9b,Homepage,NULL,N,24,11/2/2019 13:02
9b,Category,Base,Y,168,11/2/2019 13:02
c2,Product,NULL,N,60,11/2/2019 13:03
9b,Cart,Base,Y,120,11/2/2019 13:04
7,Other,NULL,N,120,11/2/2019 13:05
39,Product,NULL,N,60,11/2/2019 13:05
39,Product,NULL,N,60,11/2/2019 13:05
43,Product,NULL,N,554,11/2/2019 13:05
9b,Product,NULL,N,1200,11/2/2019 13:05
9b,Product,NULL,N,60,11/2/2019 13:05
39,Loyalty,NULL,N,30,11/2/2019 13:06
54,Category,NULL,N,60,11/2/2019 13:06
22,MyAccount,NULL,N,90,11/2/2019 13:07
22,Other,NULL,N,60,11/2/2019 13:07
22,Checkout,Base,Y,210,11/2/2019 13:07
22,Other,Base,Y,540,11/2/2019 13:08
22,Product,NULL,N,60,11/2/2019 13:08
c6,Other,Base,Y,40,11/2/2019 13:08
8c,SearchResult,NULL,N,60,11/2/2019 13:09
c6,Other,NULL,N,60,11/2/2019 13:09
c6,Other,Base,Y,200,11/2/2019 13:09
c6,Other,NULL,N,50,11/2/2019 13:09
22,Product,NULL,N,20,11/2/2019 13:10
c6,Other,NULL,N,120,11/2/2019 13:10
c6,Homepage,Base,Y,40,11/2/2019 13:10
c6,MyAccount,Base,Y,20,11/2/2019 13:10
40,Other,Base,Y,90,11/2/2019 13:11
c6,Homepage,NULL,N,120,11/2/2019 13:11
c6,Other,NULL,N,60,11/2/2019 13:11
c6,Cart,NULL,Y,42,11/2/2019 13:11
c6,Category,NULL,N,50,11/2/2019 13:11
c6,Category,NULL,N,60,11/2/2019 13:12
c6,Product,NULL,N,60,11/2/2019 13:12
c6,Product,NULL,N,60,11/2/2019 13:12
14,Homepage,NULL,N,60,11/2/2019 13:15
14,Other,NULL,N,85,11/2/2019 13:15
14,Category,NULL,N,360,11/2/2019 13:15
72,Product,NULL,N,150,11/2/2019 13:15
72,Product,NULL,N,240,11/2/2019 13:15
14,Product,NULL,N,60,11/2/2019 13:16
14,Product,NULL,N,30,11/2/2019 13:16
73,Category,NULL,N,264,11/2/2019 13:16
73,Homepage,NULL,N,60,11/2/2019 13:16
73,Homepage,NULL,N,180,11/2/2019 13:16
73,SearchResult,NULL,N,150,11/2/2019 13:16
d0,Product,NULL,N,60,11/2/2019 13:16
d0,Checkout,Base,Y,1205.5,11/2/2019 13:16
d0,Category,NULL,N,90,11/2/2019 13:16
14,Other,NULL,N,110,11/2/2019 13:17
70,SearchResult,NULL,N,120,11/2/2019 13:17
73,Product,NULL,N,20,11/2/2019 13:17
d0,Category,NULL,N,60,11/2/2019 13:17
14,Product,NULL,N,60,11/2/2019 13:18
14,Other,Base,Y,96,11/2/2019 13:18
14,Loyalty,NULL,N,60,11/2/2019 13:18
6c,Product,NULL,N,60,11/2/2019 13:18
8d,Homepage,Base,Y,60,11/2/2019 13:18
df,Other,NULL,N,40,11/2/2019 13:18
8d,MyAccount,Base,Y,30,11/2/2019 13:19
df,SearchResult,NULL,N,60,11/2/2019 13:19
3c,Checkout,Base,Y,332,11/2/2019 13:22
46,Other,NULL,N,30,11/2/2019 13:22
46,Category,NULL,N,60,11/2/2019 13:22
46,Category,NULL,N,1970,11/2/2019 13:23
8b,Other,NULL,N,560,11/2/2019 13:25
8b,Category,NULL,N,30,11/2/2019 13:25
8b,Other,NULL,N,60,11/2/2019 13:25
8b,Product,NULL,N,75,11/2/2019 13:25
6,Loyalty,NULL,N,60,11/2/2019 13:26
8b,Register,NULL,N,5,11/2/2019 13:26
8b,Homepage,NULL,N,60,11/2/2019 13:26
8b,SearchResult,NULL,N,30,11/2/2019 13:26
8b,Other,NULL,N,60,11/2/2019 13:26
8b,Homepage,NULL,N,780,11/2/2019 13:26
8b,Other,NULL,N,60,11/2/2019 13:26
ce,Other,Base,Y,30,11/2/2019 13:26
e4,Other,NULL,N,60,11/2/2019 13:26
6,Other,NULL,N,60,11/2/2019 13:27
6,Product,NULL,N,210,11/2/2019 13:27
6,Homepage,NULL,N,60,11/2/2019 13:27
46,Other,NULL,N,60,11/2/2019 13:27
6,Product,NULL,N,60,11/2/2019 13:28
46,Homepage,NULL,N,540,11/2/2019 13:28
46,Other,NULL,N,60,11/2/2019 13:28
6d,Homepage,NULL,N,300,11/2/2019 13:28
47,Other,NULL,N,60,11/2/2019 13:29
47,Category,NULL,N,120,11/2/2019 13:29
6c,Product,NULL,N,460,11/2/2019 13:29
6d,Category,NULL,N,60,11/2/2019 13:29
6d,SearchResult,NULL,N,60,11/2/2019 13:29
6d,Category,NULL,N,1275,11/2/2019 13:29
ae,Other,NULL,N,180,11/2/2019 13:29
47,Product,NULL,N,240,11/2/2019 13:30
6d,Category,NULL,N,60,11/2/2019 13:30
8c,Category,NULL,N,60,11/2/2019 13:30
8c,Product,NULL,N,60,11/2/2019 13:30
8c,Product,NULL,Y,20,11/2/2019 13:30
8c,Category,NULL,Y,80,11/2/2019 13:30
73,Product,NULL,N,60,11/2/2019 13:31
92,Other,NULL,N,20,11/2/2019 13:31
6d,Homepage,NULL,N,75,11/2/2019 13:32
73,Category,NULL,N,3155,11/2/2019 13:32
73,Product,Base,Y,311.8571429,11/2/2019 13:32
fc,Homepage,NULL,N,60,11/2/2019 13:32
47,Category,NULL,N,960,11/2/2019 13:33
47,Product,NULL,N,60,11/2/2019 13:33
47,Product,NULL,N,180,11/2/2019 13:33
47,Product,NULL,N,60,11/2/2019 13:33
fc,Other,NULL,N,60,11/2/2019 13:33
73,Category,NULL,N,60,11/2/2019 13:34
ed,Category,NULL,N,30,11/2/2019 13:34
fc,Product,NULL,N,60,11/2/2019 13:34
73,Category,NULL,N,604,11/2/2019 13:35
23,Category,NULL,N,60,11/2/2019 13:36
73,Other,NULL,N,60,11/2/2019 13:36
73,Product,NULL,N,180,11/2/2019 13:36
fc,Product,NULL,N,60,11/2/2019 13:36
fc,Homepage,NULL,N,120,11/2/2019 13:36
73,Other,NULL,N,180,11/2/2019 13:37
73,Other,NULL,N,50,11/2/2019 13:37
73,Other,NULL,N,60,11/2/2019 13:37
7f,Homepage,NULL,N,60,11/2/2019 13:37
7f,Other,NULL,N,180,11/2/2019 13:37
fc,Category,NULL,N,60,11/2/2019 13:37
23,Other,NULL,N,120,11/2/2019 13:38
37,Other,NULL,N,60,11/2/2019 13:38
42,Other,Base,Y,135,11/2/2019 13:38
74,Register,NULL,N,475,11/2/2019 13:38
74,Other,NULL,N,180,11/2/2019 13:38
74,Product,NULL,N,300,11/2/2019 13:38
7f,Other,NULL,N,20,11/2/2019 13:38
7f,Other,NULL,N,110,11/2/2019 13:38
7f,Homepage,NULL,N,120,11/2/2019 13:38
80,Loyalty,Base,Y,7.5,11/2/2019 13:38
fc,Homepage,NULL,N,60,11/2/2019 13:38
fd,Category,NULL,N,90,11/2/2019 13:38
fd,SearchResult,NULL,N,30,11/2/2019 13:38
fd,Other,NULL,N,180,11/2/2019 13:38
37,Other,Base,Y,20,11/2/2019 13:39
6d,Category,NULL,N,120,11/2/2019 13:39
6d,Product,NULL,N,60,11/2/2019 13:39
74,Other,NULL,N,30,11/2/2019 13:39
80,Category,NULL,N,60,11/2/2019 13:39
80,Product,NULL,N,60,11/2/2019 13:39
80,Other,NULL,N,120,11/2/2019 13:39
80,Other,NULL,N,60,11/2/2019 13:39
bb,Cart,NULL,N,60,11/2/2019 13:39
bb,Other,NULL,N,120,11/2/2019 13:39
fa,Other,NULL,N,60,11/2/2019 13:39
fd,Other,NULL,N,80,11/2/2019 13:39
fd,Category,NULL,N,70,11/2/2019 13:39
fd,Category,NULL,N,60,11/2/2019 13:39
6d,Category,NULL,N,210,11/2/2019 13:40
6d,Product,NULL,N,60,11/2/2019 13:40
73,Category,NULL,N,12,11/2/2019 13:40
7b,Category,NULL,N,120,11/2/2019 13:40
7b,Product,NULL,N,60,11/2/2019 13:40
7b,Product,NULL,N,50,11/2/2019 13:40
7b,Cart,NULL,N,115,11/2/2019 13:40
80,Other,NULL,N,40,11/2/2019 13:40
80,Product,NULL,N,30,11/2/2019 13:40
fa,Other,NULL,N,60,11/2/2019 13:40
fd,BlogContent,NULL,N,120,11/2/2019 13:40
74,Category,Base,Y,275,11/2/2019 13:41
7b,Homepage,NULL,N,30,11/2/2019 13:41
7b,Other,NULL,N,60,11/2/2019 13:41
7b,Other,NULL,N,60,11/2/2019 13:41
7b,Other,NULL,N,60,11/2/2019 13:41
80,Product,NULL,N,60,11/2/2019 13:41
80,Other,NULL,N,60,11/2/2019 13:41
fd,Product,NULL,N,970,11/2/2019 13:41
fd,Homepage,NULL,N,30,11/2/2019 13:41
fd,Other,NULL,N,60,11/2/2019 13:41
fd,Category,NULL,N,150,11/2/2019 13:41
74,Homepage,NULL,N,60,11/2/2019 13:42
7b,Other,NULL,N,60,11/2/2019 13:42
83,Other,NULL,N,12,11/2/2019 13:42
83,Homepage,NULL,N,15,11/2/2019 13:42
83,Other,NULL,N,90,11/2/2019 13:42
83,Category,NULL,N,60,11/2/2019 13:42
d4,Category,NULL,N,120,11/2/2019 13:42
74,SearchResult,NULL,N,60,11/2/2019 13:43
74,Other,NULL,N,60,11/2/2019 13:43
74,Other,NULL,N,60,11/2/2019 13:43
74,Homepage,NULL,N,60,11/2/2019 13:43
83,Category,NULL,N,60,11/2/2019 13:43
83,Product,NULL,N,120,11/2/2019 13:43
83,Product,NULL,N,60,11/2/2019 13:43
83,Product,NULL,N,60,11/2/2019 13:43
83,Product,NULL,N,60,11/2/2019 13:43
83,Category,NULL,N,40,11/2/2019 13:43
84,Other,NULL,N,180,11/2/2019 13:43
84,Category,NULL,N,60,11/2/2019 13:43
d4,Product,NULL,N,60,11/2/2019 13:43
d4,Homepage,NULL,N,30,11/2/2019 13:43
fa,Product,NULL,N,60,11/2/2019 13:43
fd,Other,NULL,N,60,11/2/2019 13:43
fd,Product,NULL,N,120,11/2/2019 13:43
fd,Other,NULL,N,60,11/2/2019 13:43
74,SearchResult,NULL,N,60,11/2/2019 13:44
74,Product,NULL,N,1863,11/2/2019 13:44
84,Loyalty,NULL,N,30,11/2/2019 13:44
d4,Product,Base,Y,30,11/2/2019 13:44
fa,Product,NULL,N,60,11/2/2019 13:44
fa,Product,NULL,N,1910,11/2/2019 13:44
fb,Category,NULL,N,60,11/2/2019 13:44
fd,Product,NULL,N,60,11/2/2019 13:44
fd,Product,NULL,N,60,11/2/2019 13:44
3,Category,NULL,N,60,11/2/2019 13:45
74,Product,NULL,N,420,11/2/2019 13:45
74,Other,NULL,N,876,11/2/2019 13:45
74,Other,NULL,N,60,11/2/2019 13:45
8c,Category,NULL,N,60,11/2/2019 13:45
cc,Homepage,NULL,N,30,11/2/2019 13:45
d4,Category,NULL,N,90,11/2/2019 13:45
