sessionid,source,medium,campaign,session_start_time,session_end_time,userid,log_in_status,session_with_order,memberid,member_tier,eventaction,tstamp,pagetype,page_order,page_order_desc,page_view_in_minutes,page_duration,p_personal_care,p_skincare,p_cosmetics,p_health_care,p_body_hair_care,p_sport,p_men,p_other,p_derma,p_watsons_brand,p_bulk_buy,b_personal_care,b_skincare,b_cosmetics,b_health_care,b_body_hair_care,b_sport,b_men,b_other,b_derma,b_watsons_brand,b_bulk_buy
DB18AABF77CB3EAB0489145B1231C087.twpfa118n,bing,organic,NULL,2/7/20 23:08,29:00.0,65acc6d1-246f-4309-a46a-45d3d3eaddb3,N,N,anonymous,anonymous,Pageview,09:00.0,Other,6,21,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N
DB18AABF77CB3EAB0489145B1231C087.twpfa118n,bing,organic,NULL,2/7/20 23:08,29:00.0,65acc6d1-246f-4309-a46a-45d3d3eaddb3,N,N,anonymous,anonymous,Pageview,10:00.0,Other,7,16,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N
DB18AABF77CB3EAB0489145B1231C087.twpfa118n,bing,organic,NULL,2/7/20 23:08,29:00.0,65acc6d1-246f-4309-a46a-45d3d3eaddb3,N,N,anonymous,anonymous,Pageview,10:00.0,Other,8,17,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N
DB18AABF77CB3EAB0489145B1231C087.twpfa118n,bing,organic,NULL,2/7/20 23:08,29:00.0,65acc6d1-246f-4309-a46a-45d3d3eaddb3,N,N,anonymous,anonymous,Pageview,10:00.0,Other,9,18,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N
DB18AABF77CB3EAB0489145B1231C087.twpfa118n,bing,organic,NULL,2/7/20 23:08,29:00.0,65acc6d1-246f-4309-a46a-45d3d3eaddb3,N,N,anonymous,anonymous,Pageview,11:00.0,Other,10,13,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N
DB18AABF77CB3EAB0489145B1231C087.twpfa118n,bing,organic,NULL,2/7/20 23:08,29:00.0,65acc6d1-246f-4309-a46a-45d3d3eaddb3,N,N,anonymous,anonymous,Pageview,11:00.0,Other,11,14,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N
DB18AABF77CB3EAB0489145B1231C087.twpfa118n,bing,organic,NULL,2/7/20 23:08,29:00.0,65acc6d1-246f-4309-a46a-45d3d3eaddb3,N,N,anonymous,anonymous,Pageview,11:00.0,Other,12,15,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N
DB18AABF77CB3EAB0489145B1231C087.twpfa118n,bing,organic,NULL,2/7/20 23:08,29:00.0,65acc6d1-246f-4309-a46a-45d3d3eaddb3,N,N,anonymous,anonymous,Pageview,12:00.0,Other,17,11,6,10,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N
DB18AABF77CB3EAB0489145B1231C087.twpfa118n,bing,organic,NULL,2/7/20 23:08,29:00.0,65acc6d1-246f-4309-a46a-45d3d3eaddb3,N,N,anonymous,anonymous,Pageview,12:00.0,Other,13,7,6,10,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N
DB18AABF77CB3EAB0489145B1231C087.twpfa118n,bing,organic,NULL,2/7/20 23:08,29:00.0,65acc6d1-246f-4309-a46a-45d3d3eaddb3,N,N,anonymous,anonymous,Pageview,12:00.0,Other,14,8,6,10,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N
DB18AABF77CB3EAB0489145B1231C087.twpfa118n,bing,organic,NULL,2/7/20 23:08,29:00.0,65acc6d1-246f-4309-a46a-45d3d3eaddb3,N,N,anonymous,anonymous,Pageview,12:00.0,Other,15,9,6,10,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N
DB18AABF77CB3EAB0489145B1231C087.twpfa118n,bing,organic,NULL,2/7/20 23:08,29:00.0,65acc6d1-246f-4309-a46a-45d3d3eaddb3,N,N,anonymous,anonymous,Pageview,12:00.0,Other,16,10,6,10,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N
DB18AABF77CB3EAB0489145B1231C087.twpfa118n,bing,organic,NULL,2/7/20 23:08,29:00.0,65acc6d1-246f-4309-a46a-45d3d3eaddb3,N,N,anonymous,anonymous,Pageview,12:00.0,Category,18,12,6,10,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N
DB18AABF77CB3EAB0489145B1231C087.twpfa118n,bing,organic,NULL,2/7/20 23:08,29:00.0,65acc6d1-246f-4309-a46a-45d3d3eaddb3,N,N,anonymous,anonymous,Pageview,13:00.0,Other,20,5,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N
DB18AABF77CB3EAB0489145B1231C087.twpfa118n,bing,organic,NULL,2/7/20 23:08,29:00.0,65acc6d1-246f-4309-a46a-45d3d3eaddb3,N,N,anonymous,anonymous,Pageview,13:00.0,Product,21,4,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N
DB18AABF77CB3EAB0489145B1231C087.twpfa118n,bing,organic,NULL,2/7/20 23:08,29:00.0,65acc6d1-246f-4309-a46a-45d3d3eaddb3,N,N,anonymous,anonymous,Pageview,13:00.0,Other,19,6,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N
DB18AABF77CB3EAB0489145B1231C087.twpfa118n,bing,organic,NULL,2/7/20 23:08,29:00.0,65acc6d1-246f-4309-a46a-45d3d3eaddb3,N,N,anonymous,anonymous,Pageview,14:00.0,Other,22,2,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N
DB18AABF77CB3EAB0489145B1231C087.twpfa118n,bing,organic,NULL,2/7/20 23:08,29:00.0,65acc6d1-246f-4309-a46a-45d3d3eaddb3,N,N,anonymous,anonymous,Pageview,14:00.0,Other,23,3,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N
DB18AABF77CB3EAB0489145B1231C087.twpfa118n,bing,organic,NULL,2/7/20 23:08,29:00.0,65acc6d1-246f-4309-a46a-45d3d3eaddb3,N,N,anonymous,anonymous,Pageview,29:00.0,Category,24,1,1,60,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N
71DDB6B004DE5A3B3EBE57D53F156D5C.twpfa119n,insider,web_push,20191005,2/7/20 23:09,11:00.0,72e39b57-e139-4c22-90a7-b66c6b4d4183,N,N,anonymous,anonymous,Pageview,09:00.0,Homepage,1,4,1,120,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
71DDB6B004DE5A3B3EBE57D53F156D5C.twpfa119n,insider,web_push,20191005,2/7/20 23:09,11:00.0,72e39b57-e139-4c22-90a7-b66c6b4d4183,N,N,anonymous,anonymous,Pageview,11:00.0,Other,2,1,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
71DDB6B004DE5A3B3EBE57D53F156D5C.twpfa119n,insider,web_push,20191005,2/7/20 23:09,11:00.0,72e39b57-e139-4c22-90a7-b66c6b4d4183,N,N,anonymous,anonymous,Pageview,11:00.0,Category,3,2,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
71DDB6B004DE5A3B3EBE57D53F156D5C.twpfa119n,insider,web_push,20191005,2/7/20 23:09,11:00.0,72e39b57-e139-4c22-90a7-b66c6b4d4183,N,N,anonymous,anonymous,Pageview,11:00.0,Category,4,3,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
83AEEA0C3BD40C1866D92CBA4C842596.twpfa123n,tw.search.yahoo.com,referral,NULL,2/7/20 23:09,20:00.0,cfac07ac-6b4e-4bd8-b825-34c0c75a37a4,N,N,anonymous,anonymous,Pageview,09:00.0,Other,1,5,2,30,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
83AEEA0C3BD40C1866D92CBA4C842596.twpfa123n,tw.search.yahoo.com,referral,NULL,2/7/20 23:09,20:00.0,cfac07ac-6b4e-4bd8-b825-34c0c75a37a4,N,N,anonymous,anonymous,Pageview,09:00.0,Homepage,2,6,2,30,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
83AEEA0C3BD40C1866D92CBA4C842596.twpfa123n,tw.search.yahoo.com,referral,NULL,2/7/20 23:09,20:00.0,cfac07ac-6b4e-4bd8-b825-34c0c75a37a4,N,N,anonymous,anonymous,Pageview,20:00.0,Category,4,1,4,15,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
83AEEA0C3BD40C1866D92CBA4C842596.twpfa123n,tw.search.yahoo.com,referral,NULL,2/7/20 23:09,20:00.0,cfac07ac-6b4e-4bd8-b825-34c0c75a37a4,N,N,anonymous,anonymous,Pageview,20:00.0,Category,3,2,4,15,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
83AEEA0C3BD40C1866D92CBA4C842596.twpfa123n,tw.search.yahoo.com,referral,NULL,2/7/20 23:09,20:00.0,cfac07ac-6b4e-4bd8-b825-34c0c75a37a4,N,N,anonymous,anonymous,Pageview,20:00.0,Category,5,3,4,15,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
83AEEA0C3BD40C1866D92CBA4C842596.twpfa123n,tw.search.yahoo.com,referral,NULL,2/7/20 23:09,20:00.0,cfac07ac-6b4e-4bd8-b825-34c0c75a37a4,N,N,anonymous,anonymous,Pageview,20:00.0,Homepage,6,4,4,15,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
8FDC6FBC6B74A6B2182212AE96F16C95.twpfa126n,google,organic,NULL,2/7/20 23:09,20:00.0,19b0746f-16bb-43a1-a062-4aefd9013e76,Y,N,2.70204E+12,Member,Pageview,09:00.0,Homepage,2,31,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
8FDC6FBC6B74A6B2182212AE96F16C95.twpfa126n,google,organic,NULL,2/7/20 23:09,20:00.0,19b0746f-16bb-43a1-a062-4aefd9013e76,Y,N,2.70204E+12,Member,Pageview,09:00.0,Other,1,32,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
8FDC6FBC6B74A6B2182212AE96F16C95.twpfa126n,google,organic,NULL,2/7/20 23:09,20:00.0,19b0746f-16bb-43a1-a062-4aefd9013e76,Y,N,2.70204E+12,Member,Pageview,10:00.0,Register,3,30,1,60,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
8FDC6FBC6B74A6B2182212AE96F16C95.twpfa126n,google,organic,NULL,2/7/20 23:09,20:00.0,19b0746f-16bb-43a1-a062-4aefd9013e76,Y,N,2.70204E+12,Member,Pageview,11:00.0,Other,4,29,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
8FDC6FBC6B74A6B2182212AE96F16C95.twpfa126n,google,organic,NULL,2/7/20 23:09,20:00.0,19b0746f-16bb-43a1-a062-4aefd9013e76,Y,N,2.70204E+12,Member,Pageview,11:00.0,Register,5,28,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
8FDC6FBC6B74A6B2182212AE96F16C95.twpfa126n,google,organic,NULL,2/7/20 23:09,20:00.0,19b0746f-16bb-43a1-a062-4aefd9013e76,Y,N,2.70204E+12,Member,Pageview,12:00.0,Homepage,6,26,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
8FDC6FBC6B74A6B2182212AE96F16C95.twpfa126n,google,organic,NULL,2/7/20 23:09,20:00.0,19b0746f-16bb-43a1-a062-4aefd9013e76,Y,N,2.70204E+12,Member,Pageview,12:00.0,Other,7,27,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
8FDC6FBC6B74A6B2182212AE96F16C95.twpfa126n,google,organic,NULL,2/7/20 23:09,20:00.0,19b0746f-16bb-43a1-a062-4aefd9013e76,Y,N,2.70204E+12,Member,Pageview,13:00.0,MyAccount,10,25,5,12,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
8FDC6FBC6B74A6B2182212AE96F16C95.twpfa126n,google,organic,NULL,2/7/20 23:09,20:00.0,19b0746f-16bb-43a1-a062-4aefd9013e76,Y,N,2.70204E+12,Member,Pageview,13:00.0,Homepage,8,22,5,12,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
8FDC6FBC6B74A6B2182212AE96F16C95.twpfa126n,google,organic,NULL,2/7/20 23:09,20:00.0,19b0746f-16bb-43a1-a062-4aefd9013e76,Y,N,2.70204E+12,Member,Pageview,13:00.0,MyAccount,9,21,5,12,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
8FDC6FBC6B74A6B2182212AE96F16C95.twpfa126n,google,organic,NULL,2/7/20 23:09,20:00.0,19b0746f-16bb-43a1-a062-4aefd9013e76,Y,N,2.70204E+12,Member,Pageview,13:00.0,Category,11,24,5,12,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
8FDC6FBC6B74A6B2182212AE96F16C95.twpfa126n,google,organic,NULL,2/7/20 23:09,20:00.0,19b0746f-16bb-43a1-a062-4aefd9013e76,Y,N,2.70204E+12,Member,Pageview,13:00.0,Homepage,12,23,5,12,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
8FDC6FBC6B74A6B2182212AE96F16C95.twpfa126n,google,organic,NULL,2/7/20 23:09,20:00.0,19b0746f-16bb-43a1-a062-4aefd9013e76,Y,N,2.70204E+12,Member,Pageview,14:00.0,Other,13,20,4,15,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
8FDC6FBC6B74A6B2182212AE96F16C95.twpfa126n,google,organic,NULL,2/7/20 23:09,20:00.0,19b0746f-16bb-43a1-a062-4aefd9013e76,Y,N,2.70204E+12,Member,Pageview,14:00.0,Category,14,17,4,15,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
8FDC6FBC6B74A6B2182212AE96F16C95.twpfa126n,google,organic,NULL,2/7/20 23:09,20:00.0,19b0746f-16bb-43a1-a062-4aefd9013e76,Y,N,2.70204E+12,Member,Pageview,14:00.0,Homepage,15,19,4,15,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
8FDC6FBC6B74A6B2182212AE96F16C95.twpfa126n,google,organic,NULL,2/7/20 23:09,20:00.0,19b0746f-16bb-43a1-a062-4aefd9013e76,Y,N,2.70204E+12,Member,Pageview,14:00.0,Category,16,18,4,15,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
8FDC6FBC6B74A6B2182212AE96F16C95.twpfa126n,google,organic,NULL,2/7/20 23:09,20:00.0,19b0746f-16bb-43a1-a062-4aefd9013e76,Y,N,2.70204E+12,Member,Pageview,15:00.0,Homepage,17,15,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
8FDC6FBC6B74A6B2182212AE96F16C95.twpfa126n,google,organic,NULL,2/7/20 23:09,20:00.0,19b0746f-16bb-43a1-a062-4aefd9013e76,Y,N,2.70204E+12,Member,Pageview,15:00.0,Other,18,16,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
8FDC6FBC6B74A6B2182212AE96F16C95.twpfa126n,google,organic,NULL,2/7/20 23:09,20:00.0,19b0746f-16bb-43a1-a062-4aefd9013e76,Y,N,2.70204E+12,Member,Pageview,16:00.0,Other,20,12,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
8FDC6FBC6B74A6B2182212AE96F16C95.twpfa126n,google,organic,NULL,2/7/20 23:09,20:00.0,19b0746f-16bb-43a1-a062-4aefd9013e76,Y,N,2.70204E+12,Member,Pageview,16:00.0,Product,19,13,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
8FDC6FBC6B74A6B2182212AE96F16C95.twpfa126n,google,organic,NULL,2/7/20 23:09,20:00.0,19b0746f-16bb-43a1-a062-4aefd9013e76,Y,N,2.70204E+12,Member,Pageview,16:00.0,Other,21,14,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
8FDC6FBC6B74A6B2182212AE96F16C95.twpfa126n,google,organic,NULL,2/7/20 23:09,20:00.0,19b0746f-16bb-43a1-a062-4aefd9013e76,Y,N,2.70204E+12,Member,Pageview,17:00.0,Other,22,9,4,15,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
8FDC6FBC6B74A6B2182212AE96F16C95.twpfa126n,google,organic,NULL,2/7/20 23:09,20:00.0,19b0746f-16bb-43a1-a062-4aefd9013e76,Y,N,2.70204E+12,Member,Pageview,17:00.0,Other,24,10,4,15,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
8FDC6FBC6B74A6B2182212AE96F16C95.twpfa126n,google,organic,NULL,2/7/20 23:09,20:00.0,19b0746f-16bb-43a1-a062-4aefd9013e76,Y,N,2.70204E+12,Member,Pageview,17:00.0,Product,25,8,4,15,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
8FDC6FBC6B74A6B2182212AE96F16C95.twpfa126n,google,organic,NULL,2/7/20 23:09,20:00.0,19b0746f-16bb-43a1-a062-4aefd9013e76,Y,N,2.70204E+12,Member,Pageview,17:00.0,Product,23,11,4,15,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
8FDC6FBC6B74A6B2182212AE96F16C95.twpfa126n,google,organic,NULL,2/7/20 23:09,20:00.0,19b0746f-16bb-43a1-a062-4aefd9013e76,Y,N,2.70204E+12,Member,Pageview,18:00.0,Other,26,7,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
8FDC6FBC6B74A6B2182212AE96F16C95.twpfa126n,google,organic,NULL,2/7/20 23:09,20:00.0,19b0746f-16bb-43a1-a062-4aefd9013e76,Y,N,2.70204E+12,Member,Pageview,18:00.0,Product,27,6,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
8FDC6FBC6B74A6B2182212AE96F16C95.twpfa126n,google,organic,NULL,2/7/20 23:09,20:00.0,19b0746f-16bb-43a1-a062-4aefd9013e76,Y,N,2.70204E+12,Member,Pageview,18:00.0,Product,28,5,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
8FDC6FBC6B74A6B2182212AE96F16C95.twpfa126n,google,organic,NULL,2/7/20 23:09,20:00.0,19b0746f-16bb-43a1-a062-4aefd9013e76,Y,N,2.70204E+12,Member,Pageview,19:00.0,Other,29,2,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
8FDC6FBC6B74A6B2182212AE96F16C95.twpfa126n,google,organic,NULL,2/7/20 23:09,20:00.0,19b0746f-16bb-43a1-a062-4aefd9013e76,Y,N,2.70204E+12,Member,Pageview,19:00.0,Other,30,4,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
8FDC6FBC6B74A6B2182212AE96F16C95.twpfa126n,google,organic,NULL,2/7/20 23:09,20:00.0,19b0746f-16bb-43a1-a062-4aefd9013e76,Y,N,2.70204E+12,Member,Pageview,19:00.0,Other,31,3,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
8FDC6FBC6B74A6B2182212AE96F16C95.twpfa126n,google,organic,NULL,2/7/20 23:09,20:00.0,19b0746f-16bb-43a1-a062-4aefd9013e76,Y,N,2.70204E+12,Member,Pageview,20:00.0,Cart,32,1,1,60,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
851DD66DE8E766AAB916E38C71F7AF21.twpfa45n,google,organic,NULL,2/7/20 23:10,14:00.0,8188cd76-35c4-42c1-a376-b113ce24913e,N,N,anonymous,anonymous,Pageview,10:00.0,Homepage,1,13,1,60,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
851DD66DE8E766AAB916E38C71F7AF21.twpfa45n,google,organic,NULL,2/7/20 23:10,14:00.0,8188cd76-35c4-42c1-a376-b113ce24913e,N,N,anonymous,anonymous,Pageview,11:00.0,Other,2,12,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
851DD66DE8E766AAB916E38C71F7AF21.twpfa45n,google,organic,NULL,2/7/20 23:10,14:00.0,8188cd76-35c4-42c1-a376-b113ce24913e,N,N,anonymous,anonymous,Pageview,11:00.0,Homepage,3,11,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
851DD66DE8E766AAB916E38C71F7AF21.twpfa45n,google,organic,NULL,2/7/20 23:10,14:00.0,8188cd76-35c4-42c1-a376-b113ce24913e,N,N,anonymous,anonymous,Pageview,12:00.0,Other,4,10,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
851DD66DE8E766AAB916E38C71F7AF21.twpfa45n,google,organic,NULL,2/7/20 23:10,14:00.0,8188cd76-35c4-42c1-a376-b113ce24913e,N,N,anonymous,anonymous,Pageview,12:00.0,Homepage,5,9,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
851DD66DE8E766AAB916E38C71F7AF21.twpfa45n,google,organic,NULL,2/7/20 23:10,14:00.0,8188cd76-35c4-42c1-a376-b113ce24913e,N,N,anonymous,anonymous,Pageview,13:00.0,Category,6,7,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
851DD66DE8E766AAB916E38C71F7AF21.twpfa45n,google,organic,NULL,2/7/20 23:10,14:00.0,8188cd76-35c4-42c1-a376-b113ce24913e,N,N,anonymous,anonymous,Pageview,13:00.0,Category,7,8,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
851DD66DE8E766AAB916E38C71F7AF21.twpfa45n,google,organic,NULL,2/7/20 23:10,14:00.0,8188cd76-35c4-42c1-a376-b113ce24913e,N,N,anonymous,anonymous,Pageview,14:00.0,Category,12,3,6,10,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
851DD66DE8E766AAB916E38C71F7AF21.twpfa45n,google,organic,NULL,2/7/20 23:10,14:00.0,8188cd76-35c4-42c1-a376-b113ce24913e,N,N,anonymous,anonymous,Pageview,14:00.0,Category,8,1,6,10,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
851DD66DE8E766AAB916E38C71F7AF21.twpfa45n,google,organic,NULL,2/7/20 23:10,14:00.0,8188cd76-35c4-42c1-a376-b113ce24913e,N,N,anonymous,anonymous,Pageview,14:00.0,Homepage,9,6,6,10,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
851DD66DE8E766AAB916E38C71F7AF21.twpfa45n,google,organic,NULL,2/7/20 23:10,14:00.0,8188cd76-35c4-42c1-a376-b113ce24913e,N,N,anonymous,anonymous,Pageview,14:00.0,Other,10,5,6,10,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
851DD66DE8E766AAB916E38C71F7AF21.twpfa45n,google,organic,NULL,2/7/20 23:10,14:00.0,8188cd76-35c4-42c1-a376-b113ce24913e,N,N,anonymous,anonymous,Pageview,14:00.0,Other,11,4,6,10,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
851DD66DE8E766AAB916E38C71F7AF21.twpfa45n,google,organic,NULL,2/7/20 23:10,14:00.0,8188cd76-35c4-42c1-a376-b113ce24913e,N,N,anonymous,anonymous,Pageview,14:00.0,Homepage,13,2,6,10,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
E20BD1D87654C5E745028CC28DC4FF32.twpfa128n,criteo,cpc,2017_ip_criteo_display,2/7/20 23:10,19:00.0,974a1d21-50e4-4220-a048-fb696e0818e9,N,N,anonymous,anonymous,Pageview,10:00.0,Category,2,13,5,12,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N
E20BD1D87654C5E745028CC28DC4FF32.twpfa128n,criteo,cpc,2017_ip_criteo_display,2/7/20 23:10,19:00.0,974a1d21-50e4-4220-a048-fb696e0818e9,N,N,anonymous,anonymous,Pageview,10:00.0,Homepage,1,14,5,12,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N
E20BD1D87654C5E745028CC28DC4FF32.twpfa128n,criteo,cpc,2017_ip_criteo_display,2/7/20 23:10,19:00.0,974a1d21-50e4-4220-a048-fb696e0818e9,N,N,anonymous,anonymous,Pageview,10:00.0,Homepage,3,12,5,12,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N
E20BD1D87654C5E745028CC28DC4FF32.twpfa128n,criteo,cpc,2017_ip_criteo_display,2/7/20 23:10,19:00.0,974a1d21-50e4-4220-a048-fb696e0818e9,N,N,anonymous,anonymous,Pageview,10:00.0,Other,4,15,5,12,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N
E20BD1D87654C5E745028CC28DC4FF32.twpfa128n,criteo,cpc,2017_ip_criteo_display,2/7/20 23:10,19:00.0,974a1d21-50e4-4220-a048-fb696e0818e9,N,N,anonymous,anonymous,Pageview,10:00.0,Other,5,16,5,12,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N
E20BD1D87654C5E745028CC28DC4FF32.twpfa128n,criteo,cpc,2017_ip_criteo_display,2/7/20 23:10,19:00.0,974a1d21-50e4-4220-a048-fb696e0818e9,N,N,anonymous,anonymous,Pageview,12:00.0,Other,6,11,1,60,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N
E20BD1D87654C5E745028CC28DC4FF32.twpfa128n,criteo,cpc,2017_ip_criteo_display,2/7/20 23:10,19:00.0,974a1d21-50e4-4220-a048-fb696e0818e9,N,N,anonymous,anonymous,Pageview,13:00.0,Category,7,9,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N
E20BD1D87654C5E745028CC28DC4FF32.twpfa128n,criteo,cpc,2017_ip_criteo_display,2/7/20 23:10,19:00.0,974a1d21-50e4-4220-a048-fb696e0818e9,N,N,anonymous,anonymous,Pageview,13:00.0,Homepage,8,10,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N
